date,sentiment
20101025,0.0
20101026,-16.6666666667
20101027,-4.7619047619
20101028,-7.40740740741
20101029,-6.66666666667
20101101,-11.1111111111
20101102,-16.6666666667
20101103,2.38095238095
20101104,-3.33333333333
20101105,-6.66666666667
20101108,-5.55555555556
20101109,-11.1111111111
20101110,-9.25925925926
20101111,-6.66666666667
20101112,-9.52380952381
20101115,-5.55555555556
20101116,-3.33333333333
20101117,-11.6666666667
20101118,-5.0
20101119,-7.14285714286
20101122,0.0
20101123,-13.3333333333
20101124,-3.7037037037
20101126,-13.8888888889
20101129,-2.08333333333
20101130,0.0
20101201,0.0
20101202,11.1111111111
20101203,-3.33333333333
20101206,6.66666666667
20101207,-9.52380952381
20101208,-2.08333333333
20101209,-6.66666666667
20101210,-28.5714285714
20101213,-8.33333333333
20101214,-8.33333333333
20101215,-3.7037037037
20101216,-5.0
20101217,-8.33333333333
20101220,-10.0
20101221,8.33333333333
20101222,6.25
20101223,-6.66666666667
20101227,-10.0
20101228,0.0
20101229,-5.55555555556
20101230,8.33333333333
20101231,-5.55555555556
20110103,16.6666666667
20110104,0.0
20110105,-3.33333333333
20110106,-4.16666666667
20110107,-13.8888888889
20110110,-5.55555555556
20110111,0.0
20110112,0.0
20110113,2.38095238095
20110114,-10.4166666667
20110118,-11.1111111111
20110119,-18.75
20110120,-14.2857142857
20110121,-2.77777777778
20110124,3.33333333333
20110125,-4.16666666667
20110126,-11.1111111111
20110127,-16.6666666667
20110128,-11.9047619048
20110131,-25.0
20110201,2.77777777778
20110202,-1.85185185185
20110203,-25.0
20110204,4.4408920985e-16
20110207,-12.5
20110208,4.16666666667
20110209,3.33333333333
20110210,-8.33333333333
20110211,-3.33333333333
20110214,0.0
20110215,0.0
20110216,-6.25
20110217,0.0
20110218,4.16666666667
20110222,6.66666666667
20110223,-3.33333333333
20110224,0.0
20110225,-4.16666666667
20110228,-10.0
20110301,2.38095238095
20110302,-8.33333333333
20110303,-10.0
20110304,-19.4444444444
20110307,-4.16666666667
20110308,-10.0
20110309,-12.5
20110310,-16.6666666667
20110311,-14.8148148148
20110314,-41.6666666667
20110315,-23.3333333333
20110316,-5.55555555556
20110317,-10.4166666667
20110318,-16.6666666667
20110321,0.0
20110322,0.0
20110323,-22.2222222222
20110324,-14.2857142857
20110325,-14.8148148148
20110328,0.0
20110329,-5.55555555556
20110330,-11.1111111111
20110331,0.0
20110401,-12.5
20110404,-5.55555555556
20110405,-11.1111111111
20110406,-1.18423789293e-15
20110407,-12.5
20110408,-16.6666666667
20110411,-16.6666666667
20110412,-9.52380952381
20110413,-10.0
20110414,0.0
20110415,-16.6666666667
20110418,-2.77777777778
20110419,-13.3333333333
20110420,-2.77777777778
20110421,-10.4166666667
20110425,0.0
20110426,-16.6666666667
20110427,-8.33333333333
20110428,-8.33333333333
20110429,-13.3333333333
20110502,-6.66666666667
20110503,4.16666666667
20110504,0.0
20110505,-8.33333333333
20110506,-11.6666666667
20110509,-8.33333333333
20110510,-9.52380952381
20110511,-4.7619047619
20110512,-2.38095238095
20110513,-13.8888888889
20110516,-2.38095238095
20110517,-10.4166666667
20110518,-11.6666666667
20110519,-2.38095238095
20110520,-6.66666666667
20110523,-5.55555555556
20110524,-5.55555555556
20110525,-3.33333333333
20110526,-16.6666666667
20110527,-10.4166666667
20110531,-5.55555555556
20110601,-6.25
20110602,-16.6666666667
20110603,-3.33333333333
20110606,-3.33333333333
20110607,-10.4166666667
20110608,-1.85185185185
20110609,-4.7619047619
20110610,-2.77777777778
20110613,-11.1111111111
20110614,-33.3333333333
20110615,-7.14285714286
20110616,-8.33333333333
20110617,-6.66666666667
20110620,-7.14285714286
20110621,-10.4166666667
20110622,-4.16666666667
20110623,-10.4166666667
20110624,-13.3333333333
20110627,0.0
20110628,-13.8888888889
20110629,0.0
20110630,-3.33333333333
20110701,-9.52380952381
20110705,-8.33333333333
20110706,-13.8888888889
20110707,-11.9047619048
20110708,-4.7619047619
20110711,-12.5
20110712,-16.6666666667
20110713,-6.66666666667
20110714,-11.9047619048
20110715,-11.9047619048
20110718,-8.33333333333
20110719,-3.33333333333
20110720,0.0
20110721,-20.0
20110722,-9.52380952381
20110725,-3.33333333333
20110726,-12.5
20110727,-6.25
20110728,-11.6666666667
20110729,-5.0
20110801,6.66666666667
20110802,-10.0
20110803,0.0
20110804,-6.25
20110805,-13.3333333333
20110808,-10.0
20110809,-8.33333333333
20110810,-18.3333333333
20110811,-11.6666666667
20110812,-11.9047619048
20110815,0.0
20110816,0.0
20110817,-5.0
20110818,-5.55555555556
20110819,3.94745964311e-16
20110822,-5.55555555556
20110823,-11.1111111111
20110824,-3.33333333333
20110825,0.0
20110826,-20.0
20110829,-13.3333333333
20110830,11.9047619048
20110831,0.0
20110901,-20.8333333333
20110902,-14.5833333333
20110906,-16.6666666667
20110907,-12.5
20110908,-25.0
20110909,-8.33333333333
20110912,-8.33333333333
20110913,-6.66666666667
20110914,-5.55555555556
20110915,-10.0
20110916,1.85185185185
20110919,0.0
20110920,-13.3333333333
20110921,1.66666666667
20110922,-8.33333333333
20110923,-9.25925925926
20110926,2.38095238095
20110927,0.0
20110928,-12.5
20110929,-6.66666666667
20110930,-11.1111111111
20111003,-6.66666666667
20111004,-10.0
20111005,-7.40740740741
20111006,-13.3333333333
20111007,-9.25925925926
20111010,-5.55555555556
20111011,5.0
20111012,-5.0
20111013,0.0
20111014,-20.3703703704
20111017,0.0
20111018,-4.16666666667
20111019,-5.0
20111020,-2.77777777778
20111021,-16.6666666667
20111024,-16.6666666667
20111025,3.33333333333
20111026,-1.66666666667
20111027,-5.55555555556
20111028,4.16666666667
20111031,0.0
20111101,-8.33333333333
20111102,-5.0
20111103,-6.66666666667
20111104,-2.38095238095
20111107,-41.6666666667
20111108,-16.6666666667
20111109,2.77777777778
20111110,-16.6666666667
20111111,-10.0
20111114,-8.33333333333
20111115,-5.55555555556
20111116,-11.9047619048
20111117,-20.8333333333
20111118,-3.33333333333
20111121,-25.0
20111122,-5.55555555556
20111123,-5.0
20111125,-16.6666666667
20111128,-8.33333333333
20111129,0.0
20111130,-13.8888888889
20111201,-5.55555555556
20111202,-1.66666666667
20111205,0.0
20111206,-8.33333333333
20111207,-10.0
20111208,-7.14285714286
20111209,-9.25925925926
20111212,0.0
20111213,-8.33333333333
20111214,-6.25
20111215,-11.1111111111
20111216,-19.0476190476
20111219,-8.33333333333
20111220,-11.1111111111
20111221,1.85185185185
20111222,-10.4166666667
20111223,-3.33333333333
20111227,-6.66666666667
20111228,-4.16666666667
20111229,-6.66666666667
20111230,-11.9047619048
20120103,-11.1111111111
20120104,0.0
20120105,-4.7619047619
20120106,8.33333333333
20120109,0.0
20120110,0.0
20120111,7.40740740741
20120112,-16.6666666667
20120113,-12.5
20120117,-13.8888888889
20120118,-9.25925925926
20120119,4.16666666667
20120120,6.25
20120123,-4.16666666667
20120124,-3.33333333333
20120125,-8.33333333333
20120126,-4.7619047619
20120127,1.85185185185
20120130,0.0
20120131,-10.0
20120201,-7.40740740741
20120202,-2.08333333333
20120203,-8.33333333333
20120206,-5.55555555556
20120207,0.0
20120208,0.0
20120209,-11.9047619048
20120210,-13.8888888889
20120213,-11.1111111111
20120214,8.33333333333
20120215,-9.25925925926
20120216,-12.962962963
20120217,-6.25
20120221,0.0
20120222,-20.0
20120223,-13.8888888889
20120224,4.16666666667
20120227,0.0
20120228,2.77777777778
20120229,-16.6666666667
20120301,-11.6666666667
20120302,-3.7037037037
20120305,0.0
20120306,0.0
20120307,-8.33333333333
20120308,-2.38095238095
20120309,-10.0
20120312,-12.5
20120313,-22.2222222222
20120314,-10.0
20120315,-3.7037037037
20120316,-14.2857142857
20120319,0.0
20120320,-8.33333333333
20120321,-5.0
20120322,-4.16666666667
20120323,-21.4285714286
20120326,-16.6666666667
20120327,-2.08333333333
20120328,-2.77777777778
20120329,-4.16666666667
20120330,-13.8888888889
20120402,0.0
20120403,1.85185185185
20120404,0.0
20120405,-9.52380952381
20120409,-4.16666666667
20120410,-7.14285714286
20120411,-8.33333333333
20120412,-6.25
20120413,-18.75
20120416,-16.6666666667
20120417,-3.7037037037
20120418,-14.8148148148
20120419,-7.14285714286
20120420,-16.6666666667
20120423,-2.38095238095
20120424,6.66666666667
20120425,-4.16666666667
20120426,-20.3703703704
20120427,-23.8095238095
20120430,-3.33333333333
20120501,-8.33333333333
20120502,-16.6666666667
20120503,0.0
20120504,-8.33333333333
20120507,-8.33333333333
20120508,1.66666666667
20120509,-4.16666666667
20120510,-13.3333333333
20120511,1.01506105109e-15
20120514,-13.3333333333
20120515,-16.6666666667
20120516,-14.5833333333
20120517,-4.16666666667
20120518,-13.8888888889
20120521,-5.55555555556
20120522,-25.0
20120523,-5.0
20120524,-18.75
20120525,-8.33333333333
20120529,-16.6666666667
20120530,-2.77777777778
20120531,-9.52380952381
20120601,-13.8888888889
20120604,-16.6666666667
20120605,-19.4444444444
20120606,-3.33333333333
20120607,1.85185185185
20120608,-10.4166666667
20120611,-25.0
20120612,-4.7619047619
20120613,-2.38095238095
20120614,-13.8888888889
20120615,-15.0
20120618,0.0
20120619,-4.7619047619
20120620,-1.85185185185
20120621,0.0
20120622,-16.6666666667
20120625,-11.1111111111
20120626,-11.6666666667
20120627,-8.33333333333
20120628,-5.55555555556
20120629,-10.0
20120702,-3.33333333333
20120703,-4.16666666667
20120705,-22.2222222222
20120706,-14.5833333333
20120709,-12.5
20120710,-9.52380952381
20120711,-5.55555555556
20120712,-12.5
20120713,-10.0
20120716,0.0
20120717,-7.40740740741
20120718,-4.7619047619
20120719,-1.85185185185
20120720,-12.962962963
20120723,-16.6666666667
20120724,-19.4444444444
20120725,0.0
20120726,-4.16666666667
20120727,-8.33333333333
20120730,-11.1111111111
20120731,-4.7619047619
20120801,-14.8148148148
20120802,-11.9047619048
20120803,-14.2857142857
20120806,-16.6666666667
20120807,0.0
20120808,-13.3333333333
20120809,2.77777777778
20120810,-8.33333333333
20120813,-5.55555555556
20120814,-18.75
20120815,-8.33333333333
20120816,4.7619047619
20120817,-5.55555555556
20120820,-16.6666666667
20120821,-6.66666666667
20120822,-13.3333333333
20120823,-5.0
20120824,-26.6666666667
20120827,-16.6666666667
20120828,-6.25
20120829,-2.08333333333
20120830,-13.8888888889
20120831,-4.16666666667
20120904,-12.5
20120905,-6.66666666667
20120906,-16.6666666667
20120907,-16.6666666667
20120910,-12.5
20120911,-1.66666666667
20120912,-5.55555555556
20120913,5.55555555556
20120914,-10.0
20120917,-16.6666666667
20120918,16.6666666667
20120919,-13.3333333333
20120920,8.33333333333
20120921,-22.9166666667
20120924,-11.1111111111
20120925,-16.6666666667
20120926,-4.16666666667
20120927,-19.4444444444
20120928,-13.3333333333
20121001,-28.5714285714
20121002,-6.66666666667
20121003,-16.6666666667
20121004,-8.33333333333
20121005,-12.5
20121008,-13.3333333333
20121009,-10.0
20121010,-7.14285714286
20121011,-13.3333333333
20121012,-10.0
20121015,-16.6666666667
20121016,-4.7619047619
20121017,-5.55555555556
20121018,-3.33333333333
20121019,-11.1111111111
20121022,-8.33333333333
20121023,-8.33333333333
20121024,-10.4166666667
20121025,-9.25925925926
20121026,-7.14285714286
20121031,-6.66666666667
20121101,-16.6666666667
20121102,-1.85185185185
20121105,-16.6666666667
20121106,-5.55555555556
20121107,-6.66666666667
20121108,-16.6666666667
20121109,-8.33333333333
20121112,-2.77777777778
20121113,-8.33333333333
20121114,-3.33333333333
20121115,-8.33333333333
20121116,-12.5
20121119,-4.16666666667
20121120,-6.66666666667
20121121,-5.55555555556
20121123,-2.08333333333
20121126,0.0
20121127,-11.1111111111
20121128,-5.55555555556
20121129,-11.1111111111
20121130,-12.5
20121203,0.0
20121204,-13.3333333333
20121205,-11.1111111111
20121206,-8.33333333333
20121207,-4.7619047619
20121210,0.0
20121211,-2.38095238095
20121212,-6.66666666667
20121213,-5.55555555556
20121214,7.89491928622e-16
20121217,-16.6666666667
20121218,-4.16666666667
20121219,2.77777777778
20121220,0.0
20121221,0.0
20121224,-13.8888888889
20121226,0.0
20121227,-16.6666666667
20121228,3.33333333333
20121231,-16.6666666667
20130102,5.55555555556
20130103,3.33333333333
20130104,-3.7037037037
20130107,-6.66666666667
20130108,11.1111111111
20130109,-2.77777777778
20130110,-16.6666666667
20130111,1.66666666667
20130114,-8.33333333333
20130115,-25.0
20130116,-5.55555555556
20130117,-2.77777777778
20130118,-22.2222222222
20130122,6.66666666667
20130123,2.38095238095
20130124,-3.33333333333
20130125,2.08333333333
20130128,-7.14285714286
20130129,-13.3333333333
20130130,-5.55555555556
20130131,-8.33333333333
20130201,-4.7619047619
20130204,-11.1111111111
20130205,-5.55555555556
20130206,-16.6666666667
20130207,-10.0
20130208,-3.7037037037
20130211,-12.5
20130212,-3.33333333333
20130213,-10.4166666667
20130214,-19.0476190476
20130215,-11.6666666667
20130219,0.0
20130220,-2.77777777778
20130221,-13.3333333333
20130222,-20.0
20130225,-5.55555555556
20130226,-6.25
20130227,2.08333333333
20130228,4.16666666667
20130301,-6.25
20130304,-12.5
20130305,4.16666666667
20130306,-4.7619047619
20130307,-4.16666666667
20130308,-12.5
20130311,-5.55555555556
20130312,-2.08333333333
20130313,2.08333333333
20130314,8.33333333333
20130315,-4.16666666667
20130318,-7.40740740741
20130319,-11.1111111111
20130320,-6.66666666667
20130321,3.33333333333
20130322,-11.6666666667
20130325,-19.0476190476
20130326,-16.6666666667
20130327,3.33333333333
20130328,-6.25
20130401,-13.3333333333
20130402,-4.16666666667
20130403,-7.40740740741
20130404,-12.5
20130405,-3.7037037037
20130408,-13.3333333333
20130409,-8.33333333333
20130410,0.0
20130411,0.0
20130412,1.01506105109e-15
20130415,3.33333333333
20130416,-10.0
20130417,-6.66666666667
20130418,-13.8888888889
20130419,-15.0
20130422,-13.8888888889
20130423,-2.38095238095
20130424,-9.52380952381
20130425,2.38095238095
20130426,-23.3333333333
20130429,-13.8888888889
20130430,-8.33333333333
20130501,-1.66666666667
20130502,-13.3333333333
20130503,-12.962962963
20130506,-8.33333333333
20130507,-8.33333333333
20130508,1.01506105109e-15
20130509,-13.8888888889
20130510,-8.33333333333
20130513,-3.33333333333
20130514,-5.55555555556
20130515,-2.77777777778
20130516,-4.7619047619
20130517,-16.6666666667
20130520,-3.33333333333
20130521,10.0
20130522,0.0
20130523,2.77777777778
20130524,-20.0
20130528,-8.33333333333
20130529,-3.7037037037
20130530,-16.6666666667
20130531,-12.5
20130603,-16.6666666667
20130604,2.77777777778
20130605,0.0
20130606,-14.5833333333
20130607,9.52380952381
20130610,-13.8888888889
20130611,-8.33333333333
20130612,-5.55555555556
20130613,-13.3333333333
20130614,5.55555555556
20130617,0.0
20130618,-8.33333333333
20130619,-7.40740740741
20130620,-8.33333333333
20130621,-4.16666666667
20130624,-4.7619047619
20130625,-25.0
20130626,2.38095238095
20130627,0.0
20130628,-11.6666666667
20130701,-8.33333333333
20130702,-2.38095238095
20130703,-13.3333333333
20130705,-8.33333333333
20130708,-5.55555555556
20130709,-3.33333333333
20130710,-10.0
20130711,-8.33333333333
20130712,-19.4444444444
20130715,0.0
20130716,0.0
20130717,-20.0
20130718,9.52380952381
20130719,7.1054273576e-16
20130722,-4.16666666667
20130723,0.0
20130724,-6.66666666667
20130725,-7.14285714286
20130726,10.0
20130729,-16.6666666667
20130730,4.16666666667
20130731,-4.7619047619
20130801,-4.7619047619
20130802,2.08333333333
20130805,0.0
20130806,-11.1111111111
20130807,-13.3333333333
20130808,-14.2857142857
20130809,-10.0
20130812,-8.33333333333
20130813,0.0
20130814,10.0
20130815,-8.33333333333
20130816,-9.52380952381
20130819,-12.5
20130820,-22.2222222222
20130821,-7.14285714286
20130822,0.0
20130823,-2.38095238095
20130826,0.0
20130827,-4.16666666667
20130828,11.1111111111
20130829,-13.3333333333
20130830,-4.16666666667
20130903,0.0
20130904,-12.5
20130905,-7.14285714286
20130906,-10.4166666667
20130909,4.16666666667
20130910,2.38095238095
20130911,-13.8888888889
20130912,-8.33333333333
20130913,-8.33333333333
20130916,-23.3333333333
20130917,-5.55555555556
20130918,0.0
20130919,-2.08333333333
20130920,-8.33333333333
20130923,0.0
20130924,-2.08333333333
20130925,-16.6666666667
20130926,-20.0
20130927,0.0
20130930,-13.3333333333
20131001,-7.14285714286
20131002,-6.66666666667
20131003,-5.55555555556
20131004,16.6666666667
20131007,0.0
20131008,-2.77777777778
20131009,13.8888888889
20131010,-6.66666666667
20131011,-19.4444444444
20131014,-8.33333333333
20131015,-11.9047619048
20131016,-11.6666666667
20131017,-6.66666666667
20131018,-3.33333333333
20131021,-4.16666666667
20131022,-11.1111111111
20131023,-16.6666666667
20131024,-14.5833333333
20131025,-2.08333333333
20131028,0.0
20131029,2.77777777778
20131030,-8.33333333333
20131031,-13.3333333333
20131101,-13.8888888889
20131104,0.0
20131105,-8.33333333333
20131106,-9.25925925926
20131107,-10.0
20131108,-1.66666666667
20131111,0.0
20131112,0.0
20131113,-6.66666666667
20131114,-9.25925925926
20131115,-13.3333333333
20131118,8.33333333333
20131119,-11.1111111111
20131120,0.0
20131121,-11.1111111111
20131122,-5.0
20131125,-12.5
20131126,-3.33333333333
20131127,16.6666666667
20131129,4.16666666667
20131202,0.0
20131203,2.77777777778
20131204,-5.55555555556
20131205,-5.55555555556
20131206,-4.16666666667
20131209,-16.6666666667
20131210,-5.55555555556
20131211,8.33333333333
20131212,-5.55555555556
20131213,0.0
20131216,0.0
20131217,0.0
20131218,-12.5
20131219,2.77777777778
20131220,2.77777777778
20131223,0.0
20131224,-5.55555555556
20131226,-8.33333333333
20131227,-11.9047619048
20131230,-8.33333333333
20131231,-10.0
20140102,-12.5
20140103,-8.33333333333
20140106,0.0
20140107,-10.4166666667
20140108,5.55555555556
20140109,5.55555555556
20140110,-9.52380952381
20140113,-3.33333333333
20140114,-3.33333333333
20140115,0.0
20140116,0.0
20140117,-5.55555555556
20140121,-12.5
20140122,-7.40740740741
20140123,-8.33333333333
20140124,6.66666666667
20140127,0.0
20140128,-8.33333333333
20140129,-11.1111111111
20140130,-4.16666666667
20140131,-16.6666666667
20140203,-22.2222222222
20140204,0.0
20140205,-5.55555555556
20140206,-8.33333333333
20140207,-6.25
20140210,0.0
20140211,-10.0
20140212,-12.962962963
20140213,-16.6666666667
20140214,-2.38095238095
20140218,-3.33333333333
20140219,-5.0
20140220,-5.0
20140221,-11.6666666667
20140224,0.0
20140225,0.0
20140226,0.0
20140227,-8.33333333333
20140228,-26.6666666667
20140303,-12.962962963
20140304,0.0
20140305,-9.52380952381
20140306,-8.33333333333
20140307,-10.0
20140310,-7.40740740741
20140311,-10.0
20140312,0.0
20140313,-5.55555555556
20140314,-5.55555555556
20140317,0.0
20140318,-3.33333333333
20140319,-6.66666666667
20140320,-11.6666666667
20140321,-3.7037037037
20140324,4.16666666667
20140325,-3.33333333333
20140326,-1.66666666667
20140327,-13.8888888889
20140328,-11.9047619048
20140331,-7.14285714286
20140401,3.33333333333
20140402,-3.33333333333
20140403,-10.0
20140404,-5.0
20140407,-16.6666666667
20140408,-5.0
20140409,1.66666666667
20140410,2.08333333333
20140411,-8.33333333333
20140414,-3.33333333333
20140415,-6.66666666667
20140416,-5.0
20140417,10.0
20140421,-33.3333333333
20140422,-4.7619047619
20140423,-1.66666666667
20140424,-2.08333333333
20140425,-27.7777777778
20140428,-2.77777777778
20140429,-11.6666666667
20140430,0.0
20140501,-19.0476190476
20140502,-8.33333333333
20140505,-14.8148148148
20140506,-1.66666666667
20140507,-8.33333333333
20140508,0.0
20140509,-3.33333333333
20140512,-3.33333333333
20140513,-2.38095238095
20140514,-13.3333333333
20140515,-3.33333333333
20140516,-3.33333333333
20140519,-19.4444444444
20140520,-5.55555555556
20140521,-6.25
20140522,-1.66666666667
20140523,-2.38095238095
20140527,5.55555555556
20140528,-1.85185185185
20140529,-4.16666666667
20140530,-16.6666666667
20140602,-14.2857142857
20140603,-1.85185185185
20140604,-3.33333333333
20140605,-3.7037037037
20140606,-6.25
20140609,-5.55555555556
20140610,0.0
20140611,-1.66666666667
20140612,-6.66666666667
20140613,-2.77777777778
20140616,-2.08333333333
20140617,0.0
20140618,-9.25925925926
20140619,-3.33333333333
20140620,-3.33333333333
20140623,0.0
20140624,-11.6666666667
20140625,-11.1111111111
20140626,-6.66666666667
20140627,0.0
20140630,1.85185185185
20140701,0.0
20140702,-3.33333333333
20140703,-9.52380952381
20140707,-7.40740740741
20140708,-1.66666666667
20140709,0.0
20140710,-2.08333333333
20140711,-5.0
20140714,0.0
20140715,-14.5833333333
20140716,-1.66666666667
20140717,-7.40740740741
20140718,-8.33333333333
20140721,0.0
20140722,-7.14285714286
20140723,-5.55555555556
20140724,-16.6666666667
20140725,-12.962962963
20140728,-4.16666666667
20140729,-10.4166666667
20140730,-18.75
20140731,-3.33333333333
20140801,-5.0
20140804,-5.55555555556
20140805,0.0
20140806,0.0
20140807,-6.66666666667
20140808,-13.3333333333
20140811,-29.1666666667
20140812,0.0
20140813,0.0
20140814,-14.2857142857
20140815,-13.3333333333
20140818,-4.16666666667
20140819,-11.1111111111
20140820,-11.1111111111
20140821,-5.55555555556
20140822,0.0
20140825,0.0
20140826,3.33333333333
20140827,2.77777777778
20140828,-5.0
20140829,-5.55555555556
20140902,-5.55555555556
20140903,-8.33333333333
20140904,-6.66666666667
20140905,-3.7037037037
20140908,0.0
20140909,-2.08333333333
20140910,0.0
20140911,0.0
20140912,-7.40740740741
20140915,-6.66666666667
20140916,-7.14285714286
20140917,-8.33333333333
20140918,-5.0
20140919,-8.33333333333
20140922,0.0
20140923,-12.5
20140924,-3.33333333333
20140925,-6.25
20140926,-3.7037037037
20140929,-16.6666666667
20140930,-11.1111111111
20141001,-9.52380952381
20141002,1.66666666667
20141003,-5.0
20141006,0.0
20141007,-3.7037037037
20141008,-6.66666666667
20141009,-8.33333333333
20141010,-2.08333333333
20141013,-12.5
20141014,-18.3333333333
20141015,-12.5
20141016,-10.0
20141017,-6.66666666667
20141020,0.0
20141021,-11.1111111111
20141022,-11.1111111111
20141023,-1.66666666667
20141024,-8.33333333333
20141027,-8.33333333333
20141028,-10.0
20141029,0.0
20141030,-7.40740740741
20141031,-6.66666666667
20141103,0.0
20141104,-12.5
20141105,-12.5
20141106,-8.33333333333
20141107,0.0
20141110,0.0
20141111,-8.33333333333
20141112,-8.33333333333
20141113,0.0
20141114,-6.66666666667
20141117,0.0
20141118,-5.0
20141119,-3.33333333333
20141120,-1.85185185185
20141121,-7.14285714286
20141124,0.0
20141125,-10.0
20141126,-4.16666666667
20141128,-16.6666666667
20141201,-10.4166666667
20141202,-12.5
20141203,0.0
20141204,-1.66666666667
20141205,-11.1111111111
20141208,-7.40740740741
20141209,-1.85185185185
20141210,0.0
20141211,-5.0
20141212,-3.7037037037
20141215,-10.0
20141216,-3.33333333333
20141217,-10.4166666667
20141218,-5.0
20141219,-12.5
20141222,-8.33333333333
20141223,-11.1111111111
20141224,-6.25
20141226,0.0
20141229,-10.0
20141230,-8.33333333333
20141231,-9.52380952381
20150102,-6.66666666667
20150105,5.55555555556
20150106,-4.16666666667
20150107,-2.77777777778
20150108,7.40740740741
20150109,0.0
20150112,-3.33333333333
20150113,-4.7619047619
20150114,-11.6666666667
