date,open,high,low,close,volume,close_1,result_1,perf_1,close_14,result_14,perf_14,bb_upper,bb_middle,bb_lower,bb_pct,bb_bandwidth,bb_squeeze,bb_signalup,bb_signaldn,bb_signal,ema50,ema150,ema200,ema_signal1,ema_signal2,kama50,kama150,kama200,kama_signal1,kama_signal2,sar,sar_signal,adx,plus_di,minus_di,adx_trend,adx_direction,adx_signal,aroon_osc,aroon_signal,cci,cci_signal,macd,macd_sigline,macd_hist,macd_signal,ppo,ppo_signal,mfi,mfi_signal,roc,roc_signal,rsi,rsi_signal,ult_osc,ult_signal,willr,wr_signal,ad_osc,ad_signal,stoch_slowk,stoch_slowd,sslow_signal,stoch_fastk,stoch_fastd,srsi_signal,trix,trix_signal,sr_pivotpts,sr_res1,sr_sup1,sr_res2,sr_sup2,sr_res3,sr_sup3,cv_signal
1/19/10,33.419998,34.09,33.330002,34.040001,41200,33.27,FALSE,-0.022620475,28.889999,FALSE,-0.151292651,34.9125917,32.70000005,30.4874084,0.802812529,13.53267065,FALSE,FALSE,FALSE,0,31.41765558,28.21207673,28.17826424,TRUE,TRUE,31.29904212,29.80443444,29.17262756,TRUE,TRUE,32.79467069,TRUE,15.71154049,27.89186973,22.59905749,FALSE,TRUE,0,80,TRUE,57.16333257,0,0.854778811,0.790387336,0.064391474,TRUE,2.891122634,TRUE,75.38546176,0,5.714285537,0,62.82117347,0,64.75701482,0,-15.85011984,-1,64354.40812,TRUE,52.64016427,62.31375909,0,45.76726647,22.99063516,0,0.28037336,TRUE,33.820001,37.790002,33.050002,38.560001,29.080001,42.530002,28.310002,TRUE
1/20/10,33.299999,33.48,32.650002,33.27,59300,31.860001,FALSE,-0.042380493,28.370001,FALSE,-0.147279802,34.88824963,32.816,30.74375037,0.609542787,12.62950774,FALSE,FALSE,FALSE,0,31.49029654,28.27906909,28.22892828,TRUE,TRUE,31.37691128,29.89872853,29.2740056,TRUE,TRUE,34.59,FALSE,14.80403015,24.39091326,25.90294569,FALSE,FALSE,0,56,TRUE,0.387760601,0,0.780254818,0.788360833,-0.008106015,FALSE,3.114861634,TRUE,66.76070104,0,2.74860708,0,55.67084951,0,58.96630763,0,-38.04035678,0,66881.43268,TRUE,39.43922493,49.93532816,0,0,15.25575549,1,0.282928661,TRUE,33.133334,36.416668,31.676668,37.873334,28.393334,41.156668,26.936668,TRUE
1/21/10,33.369999,33.369999,31.709999,31.860001,33600,30.73,FALSE,-0.035467701,29.15,FALSE,-0.085059665,34.86358802,32.8355001,30.80741218,0.259502758,12.3530198,FALSE,FALSE,FALSE,0,31.50479475,28.32649866,28.26505835,TRUE,TRUE,31.38724708,29.94558532,29.33095108,TRUE,TRUE,34.55120004,FALSE,15.02690727,21.00073954,30.17334011,FALSE,FALSE,0,56,TRUE,-71.12588946,0,0.600496729,0.750788012,-0.150291283,FALSE,2.934995008,TRUE,64.63440993,0,-2.059631173,0,45.46576941,0,48.26763038,0,-78.67434544,0,53076.29388,TRUE,36.80601578,42.96180166,0,0,15.25575549,1,0.283375994,TRUE,32.313333,34.776666,30.036666,37.053333,27.573333,39.516666,25.296666,TRUE
1/22/10,31.74,32.029999,30.65,30.73,59100,30.969999,TRUE,0.007809925,29.059999,FALSE,-0.054344322,34.96292203,32.78650015,30.61007827,0.027550203,13.2763294,FALSE,FALSE,FALSE,0,31.47441064,28.35833311,28.28958514,TRUE,TRUE,31.38275355,29.96201255,29.36175913,TRUE,TRUE,34.437552,FALSE,16.15652715,18.67667197,35.33460667,FALSE,FALSE,0,56,TRUE,-164.8813391,0,0.362674822,0.673165374,-0.310490552,FALSE,2.643196429,TRUE,61.26987533,0,-7.439761824,0,39.25521172,0,43.71975295,0,-97.96954315,1,25979.31275,TRUE,14.40830446,30.21784839,1,0,4.50E-14,1,0.28100847,TRUE,31.13666633,32.42333267,27.68333267,35.87666633,26.39666633,37.16333267,22.94333267,FALSE
1/25/10,31.48,31.48,30.719999,30.969999,32200,30.84,FALSE,-0.004197578,29.92,FALSE,-0.033903747,35.02610738,32.74200005,30.45789272,0.112102062,13.95215522,FALSE,FALSE,FALSE,0,31.4546298,28.39292471,28.31625592,TRUE,TRUE,31.37917651,29.9835744,29.39728385,TRUE,TRUE,34.21029888,FALSE,17.20545989,17.52633433,33.1582699,FALSE,FALSE,0,56,TRUE,-151.9288257,0,0.19135929,0.576804157,-0.385444867,FALSE,2.331298556,TRUE,56.67597461,0,-8.96531746,0,41.09559844,0,39.0149332,0,-91.87819797,1,9027.395614,TRUE,5.76667026,18.9936635,1,7.809512467,2.603170822,1,0.276524328,TRUE,31.056666,31.593332,27.523332,35.126666,26.986666,35.663332,23.453332,FALSE
1/26/10,30.67,31.299999,30.450001,30.84,19100,30.92,TRUE,0.002594034,29.700001,FALSE,-0.036964948,35.09609714,32.67900015,30.26190316,0.119584949,14.79296785,FALSE,FALSE,FALSE,0,31.43052667,28.42533631,28.3413678,TRUE,TRUE,31.37552902,30.00469485,29.42543318,TRUE,TRUE,33.99668095,FALSE,18.39893212,16.31594135,33.06201735,FALSE,FALSE,0,-40,FALSE,-140.3903515,0,0.044586696,0.470360665,-0.425773969,FALSE,1.820425931,TRUE,53.38300132,0,-10.7122203,1,40.38192046,0,38.41586288,0,-90.57973202,1,771.3656312,TRUE,8.133988633,9.436321119,1,6.863630584,4.891047684,1,0.270186491,TRUE,30.86333333,31.27666567,27.13666667,35.00333233,26.72333433,35.41666467,22.99666767,FALSE
1/27/10,30.5,30.950001,29.950001,30.92,46300,30.07,FALSE,-0.027490298,30.860001,FALSE,-0.001940459,35.1462849,32.6230001,30.0997153,0.162543027,15.46936083,FALSE,FALSE,FALSE,0,31.41050601,28.45837821,28.36702584,TRUE,TRUE,31.37100196,30.02779229,29.45455448,TRUE,TRUE,33.71294655,FALSE,19.89135084,15.00318105,34.42482631,FALSE,FALSE,0,-44,FALSE,-126.9341513,0,-0.064532422,0.363382047,-0.427914469,FALSE,1.031739576,TRUE,48.65131872,0,-8.763644401,0,41.06026422,0,45.49877615,0,-79.09484463,0,11171.6543,TRUE,16.84537178,10.24867689,1,29.06425778,14.57913361,0,0.262421525,TRUE,30.60666733,31.26333367,26.62333467,35.24666633,25.96666833,35.90333267,21.98333567,FALSE
1/28/10,31.25,31.25,29.5,30.07,35500,29.33,FALSE,-0.024609245,31.26,TRUE,0.039574327,35.27308603,32.52000005,29.76691407,0.055044763,16.93164807,FALSE,FALSE,FALSE,0,31.35793715,28.47972419,28.38397085,TRUE,TRUE,31.36532402,30.02874499,29.46645202,TRUE,TRUE,33.336652,FALSE,21.59422361,13.02773589,33.27793071,FALSE,FALSE,0,-48,FALSE,-115.0828938,0,-0.217095463,0.247286545,-0.464382008,FALSE,-0.013266644,FALSE,41.1045162,0,-12.15308209,1,36.33033273,0,40.27626626,0,-88.80157171,1,10473.44018,TRUE,21.25449066,15.41128369,0,0,11.97596279,1,0.25276758,TRUE,30.27333333,31.04666667,25.95666667,35.36333333,25.18333333,36.13666667,20.86666667,FALSE
1/29/10,30.43,30.74,29.33,29.33,98300,30.209999,TRUE,0.030003375,31.889999,TRUE,0.087282612,35.46769267,32.3880001,29.30830753,0.003521856,19.0174914,FALSE,FALSE,FALSE,0,31.2784102,28.49098612,28.39338408,TRUE,TRUE,31.33863114,30.01552963,29.46405669,FALSE,TRUE,32.87625376,FALSE,23.29156717,11.69195698,31.10204823,TRUE,FALSE,-1,-52,FALSE,-114.0434442,0,-0.393182228,0.119192791,-0.512375019,FALSE,-0.935200816,FALSE,30.76065717,0,-14.28989146,1,32.78905869,0,33.80674314,0,-100,1,-22041.59652,FALSE,16.96407121,18.35464455,1,0,9.688085928,1,0.240976852,TRUE,29.8,30.27,25.01,35.06,24.54,35.53,19.75,FALSE
2/1/10,29.780001,30.219999,29.360001,30.209999,28100,31.299999,TRUE,0.036080769,32.189999,TRUE,0.065541214,35.52135014,32.3420001,29.16265006,0.164711172,19.66081278,FALSE,FALSE,FALSE,0,31.23651172,28.51375451,28.41145985,TRUE,TRUE,31.32936069,30.01954446,29.47695218,TRUE,TRUE,32.37977823,FALSE,24.8676719,10.93014688,29.07553938,TRUE,FALSE,-1,-52,FALSE,-92.70687182,0,-0.456461885,0.004061856,-0.46052374,FALSE,-1.797184919,FALSE,24.18568558,0,-9.523809809,0,40.24800855,0,41.21459173,0,-82.67718504,1,-24606.44045,FALSE,22.39989195,20.20615127,0,90.17971844,30.05990615,-1,0.228314584,TRUE,29.92999967,30.52999933,25.26999933,35.18999967,24.66999967,35.78999933,20.00999933,FALSE
2/2/10,30.51,31.43,30.469999,31.299999,44100,31.059999,FALSE,-0.007667732,32.209999,TRUE,0.029073483,35.50843071,32.297,29.08556929,0.344773079,19.88686693,FALSE,FALSE,FALSE,0,31.23900142,28.55065841,28.44020153,TRUE,TRUE,31.32920272,30.04782086,29.51058971,TRUE,TRUE,31.95280928,FALSE,24.33205358,18.67380126,26.52425933,TRUE,FALSE,-1,-52,FALSE,-36.24662789,0,-0.413886551,-0.079527826,-0.334358726,FALSE,-2.48693588,FALSE,31.83804594,0,-8.049359341,0,47.95284937,0,50.29135248,0,-61.22049213,0,-13187.23684,FALSE,46.15983296,28.50793204,0,100,63.39323948,-1,0.216003846,TRUE,31.066666,32.803332,27.543332,36.326666,25.806666,38.063332,22.283332,FALSE
2/3/10,31,31.5,30.860001,31.059999,13000,29.18,FALSE,-0.06052798,31.4,TRUE,0.010946588,35.48684381,32.2309999,28.97515599,0.320169374,20.2031828,FALSE,FALSE,FALSE,0,31.23198172,28.58389471,28.46626917,TRUE,TRUE,31.32695923,30.07057907,29.54338365,TRUE,TRUE,31.58561598,FALSE,23.7353181,18.30841313,25.27150681,TRUE,FALSE,-1,-52,FALSE,-26.19469514,0,-0.394958452,-0.142613951,-0.252344501,FALSE,-2.96922436,FALSE,28.11270989,0,-6.642623986,0,46.53014356,0,49.56319367,0,-65.26107123,0,-8868.062916,FALSE,72.73431836,47.09801442,0,90.61774299,93.59915381,-1,0.203860468,TRUE,31.14,32.95,27.69,36.4,25.88,38.21,22.43,FALSE
