,0,1
173,20110708,99.9514044793
174,20110707,-62.7082369805
175,20110706,99.8729929939
176,20110705,99.9994622312
177,20100309,-99.9998978121
178,20110817,-99.999518334
179,20110816,-99.9876956625
180,20110701,99.8121938149
181,20120307,77.0313937973
182,20120703,-92.3124077635
183,20101001,-99.9998502038
184,20130419,63.3720079972
185,20130418,91.8216888738
186,20130411,-85.2768951967
187,20130410,-74.9066832611
188,20130412,-99.9340063026
189,20130415,71.293804056
190,20130417,-83.8607494338
191,20130416,-95.2384269711
192,20130130,54.4198725773
193,20121026,-99.7145622087
194,20130104,88.5595381503
195,20121024,-96.9269098709
196,20121025,-87.8691151251
197,20121022,81.862054517
198,20121023,-90.3932473861
199,20130226,-97.9030317084
200,20130227,99.8316702935
201,20110630,-99.9996252781
202,20110228,99.9999758326
203,20130220,-98.1874591065
204,20130221,91.3640357952
205,20110224,-99.8549192881
206,20110225,-95.9385265649
207,20110222,-99.9982728809
208,20110223,-99.9998022289
209,20120606,-99.6191964947
210,20120601,87.6011527196
211,20130111,-69.3246145271
212,20130122,-82.6921938698
213,20111219,-99.9908428977
214,20100119,99.7353463285
215,20100113,-99.9928905923
216,20100112,98.9754349573
217,20100111,-99.9562958796
218,20111130,99.993969834
219,20100115,-99.9998597177
220,20100114,99.9972520905
221,20120928,76.2494614145
222,20130125,99.7660297354
223,20110603,-99.9996262454
224,20120608,-97.4634979611
225,20110527,99.9999483603
226,20110131,-99.9968256816
227,20110525,99.9846994177
228,20110524,99.9999517167
229,20110523,99.9414943844
230,20120719,70.2076723162
231,20110520,99.863004459
232,20120717,-99.3972935794
233,20120716,-54.2575842109
234,20120713,-99.7040594703
235,20120712,-97.396373496
236,20120711,-98.2756499033
237,20111031,-99.6730869913
238,20130211,58.6667711011
239,20120927,-70.580197031
240,20120508,-99.6631129002
241,20120509,-97.7844361268
242,20120507,-99.6230047343
243,20120504,-83.3851391975
244,20121106,-99.9597933911
245,20120502,-88.7354580054
246,20120503,95.8887497312
247,20120501,67.2634230392
248,20130301,-97.7337033543
249,20120131,-99.739583715
250,20120130,93.6358029306
251,20130304,-99.4206035252
252,20120821,94.8612040169
253,20120820,51.9498401528
254,20120823,74.9338753141
255,20120822,86.9393005443
256,20120824,98.7941078067
257,20120827,-99.9284863921
258,20120829,99.757931439
259,20120828,-97.7912523014
260,20120430,76.5508900441
261,20121219,98.6972185314
262,20121218,-99.6923193513
263,20121214,-82.7640889312
264,20121217,-60.6118192543
265,20121211,-99.9998767003
266,20120917,96.684150569
267,20121213,-69.8276328093
268,20121212,76.7990836334
269,20120229,90.8024686042
270,20120228,52.7160043835
271,20110919,97.2727702438
272,20110916,-99.9787828427
273,20100930,-85.0466765772
274,20110914,99.7946832441
275,20110915,99.9660140982
276,20110912,99.9145830918
277,20110913,99.3522585956
278,20120224,99.9826212753
279,20100830,93.2875811402
280,20100831,-99.5094218914
281,20100520,-99.9906940673
282,20100521,-99.8397272304
283,20100526,-99.9951846617
284,20100527,-99.3605753873
285,20100524,99.6786588755
286,20100525,-99.9999411536
287,20100528,99.9999988149
288,20111109,99.9748821269
289,20111223,-99.9997761723
290,20101222,-59.6825459394
291,20130201,-52.5964908949
292,20100624,99.2325176151
293,20120919,-53.1961529445
294,20111222,-99.8718187987
295,20120918,-78.8762049357
296,20121101,-95.0885541594
297,20130308,-78.6517349431
298,20121102,-99.3568012548
299,20120814,-72.1632873812
300,20121107,53.4013412838
301,20110812,-92.9727490134
302,20121109,-98.030259603
303,20121108,-99.9604645014
304,20130305,-94.2200568932
305,20110811,-99.9492578284
306,20130307,-94.4950857264
307,20130306,64.89462717
308,20120914,79.1964202188
309,20101228,99.999144233
310,20101229,-99.9842639745
311,20100629,-99.9270656783
312,20100628,99.9986155279
313,20120913,99.2295510578
314,20120912,-93.784506281
315,20100625,-99.7433117027
316,20101223,99.9970334768
317,20101220,-99.9894348965
318,20101221,-99.962444807
319,20100621,-99.9129649751
320,20101227,99.9998421216
321,20100623,-99.8763019073
322,20100622,-99.8813475697
323,20111216,-99.9226173232
324,20111214,99.9949880107
325,20111215,99.9999933254
326,20111212,99.9996854841
327,20110815,-99.9950209135
328,20121203,-99.8909039349
329,20111213,96.2076169472
330,20130115,-99.8834889814
331,20111021,-99.9999623655
332,20130422,-99.5672611626
333,20130423,96.2843946794
334,20130424,-89.7241571155
335,20130425,78.7094820959
336,20130426,-64.7832995914
337,20130429,-98.7867729313
338,20121205,-99.9731487932
339,20120330,94.7579759827
340,20111020,99.9999969676
341,20120612,-91.2943643561
342,20120613,86.9087205301
343,20100713,99.9979138877
344,20100712,99.9687896115
345,20100715,99.9999863853
346,20100714,99.9998900638
347,20120614,-81.5799880917
348,20100716,99.977528982
349,20100719,99.9961981455
350,20100303,-98.3855646099
351,20120618,-96.3885565944
352,20100301,99.9959971244
353,20100304,99.9988745074
354,20100305,99.999724834
355,20130313,-99.2699930624
356,20101124,89.0839364222
357,20101126,99.994550658
358,20101123,99.7071537736
359,20101122,99.997960681
360,20101129,99.9987117922
361,20130118,99.695584543
362,20111115,99.7912246707
363,20110415,-97.5437600687
364,20110414,-99.9973643598
365,20110413,-99.9996952213
366,20110412,-99.9978680816
367,20110411,-78.8984093207
368,20120518,-94.1383075352
369,20110419,-99.9999570466
370,20110418,-90.2377389617
371,20120726,-81.614825396
372,20101202,99.6406658195
373,20101019,99.9925343409
374,20101018,99.0739287084
375,20130320,94.4190310284
376,20101011,99.9992452225
377,20101013,99.9429099299
378,20101012,-99.990811066
379,20101015,99.977843338
380,20101014,99.9989284622
381,20100405,99.9163798789
382,20120727,-60.3970471493
383,20100407,99.952087736
384,20100406,99.9995807755
385,20100401,99.8675268303
386,20100920,-99.4004019107
387,20130129,99.4378253974
388,20130128,-99.2874694134
389,20100921,-99.989310345
390,20100409,99.9801907529
391,20100408,99.9998252615
392,20110309,99.9946710066
393,20110308,97.3036493674
394,20110303,99.9999571424
395,20110302,96.0217448634
396,20110301,99.9963584251
397,20120813,99.3183690024
398,20110307,99.9995011698
399,20120815,98.8120586746
400,20120816,-94.236045315
401,20110304,99.9979163686
402,20120611,66.8428863479
403,20110517,99.9970295321
404,20121224,74.8503347628
405,20130326,-99.8524599259
406,20120319,-77.6558130176
407,20121227,93.2439480585
408,20121220,79.4692958011
409,20100511,99.9935433431
410,20110829,99.9962822871
411,20110826,99.9999780177
412,20120312,99.6718863152
413,20110824,-99.9964216093
414,20100510,99.6934598881
415,20110822,-99.984445778
416,20110823,-99.9995377551
417,20120315,-81.24908616
418,20120314,91.5830139881
419,20100901,99.9995725238
420,20100902,71.8424498831
421,20100903,-99.9913336132
422,20100907,-99.9993245528
423,20100908,-99.9995666837
424,20100909,-99.9694473058
425,20120720,-89.595147002
426,20111228,-99.9703092661
427,20111025,-93.6357604907
428,20111024,-99.9999851669
429,20120523,-56.6224627102
430,20111027,99.9565517544
431,20111026,97.256962676
432,20120316,-99.6578272388
433,20121031,-99.9977978203
434,20111028,-99.946551434
435,20121130,-91.7909491792
436,20110606,-99.9996262454
437,20110607,-99.9140524947
438,20100723,-99.7764408574
439,20110602,99.9822275218
440,20100429,99.995926331
441,20110601,-62.7082369805
442,20120924,-96.6719305065
443,20120925,83.0647350448
444,20120926,59.4233590652
445,20100428,-99.9868971945
446,20120920,-99.8582450541
447,20120921,-71.4665789052
448,20110608,-99.9997178935
449,20110609,99.9997658277
450,20100614,99.8741670482
451,20100615,98.7448863747
452,20100616,99.8536407301
453,20100617,99.2540873188
454,20100610,99.9999542374
455,20100611,99.3588987188
456,20130102,-81.6785295657
457,20100618,99.9382198581
458,20100128,99.9919666891
459,20100129,-99.3146489956
460,20100126,95.4058521149
461,20100127,-99.9768281406
462,20100125,-99.9995632235
463,20100122,-99.974252574
464,20100120,99.9117116672
465,20100121,94.7506334719
466,20100421,99.9908800382
467,20120515,-89.1283101508
468,20100819,-95.1755863797
469,20110518,99.9999888447
470,20110519,99.5947833929
471,20110512,99.9887619366
472,20110513,99.9997855526
473,20110510,99.9137503923
474,20110511,99.9982328149
475,20110516,-55.7525841768
476,20100308,99.989540716
477,20100728,99.1091276085
478,20100729,-80.4994861327
479,20110121,-99.9999938004
480,20110120,-99.9999954755
481,20110127,-99.9953364727
482,20110126,-99.9999781772
483,20110125,-99.9999897682
484,20110124,-98.8926658136
485,20100720,-99.6773800844
486,20100721,-92.5792672921
487,20100722,-99.7085399242
488,20110128,-99.9999292066
489,20100726,-99.9964085901
490,20100727,-99.9938326343
491,20120511,-93.673131766
492,20120510,89.564075779
493,20120109,99.9940465495
494,20111221,-99.999028966
495,20120514,-74.3874268474
496,20120517,85.0032652299
497,20120516,-99.9192529635
498,20120103,-99.999654905
499,20120615,-99.905276091
500,20120106,-99.8249934711
501,20120104,-99.9954342516
502,20120105,99.9999926122
503,20100302,-99.9843810221
504,20130225,67.6740251412
505,20101118,99.9997432927
506,20101119,99.8476931282
507,20101115,-99.9995378123
508,20101116,-99.9928341129
509,20101117,-99.999896732
510,20101110,-99.9933751458
511,20101111,-98.2584111734
512,20101112,-99.9999578889
513,20120619,-83.3420582101
514,20120425,-99.2358619521
515,20120424,82.9484400982
516,20120427,-81.0815292099
517,20120426,-89.1850305732
518,20120420,77.4477842389
519,20110810,-99.9985954503
520,20120723,-91.459019111
521,20110901,93.4386388913
522,20121116,98.9914667658
523,20110902,99.7770526241
524,20130228,75.7314861716
525,20110907,-99.9305306087
526,20110906,-99.9997448041
527,20110909,-99.9908570043
528,20110908,99.9999322887
529,20120214,-83.2652754748
530,20120215,-99.8293013835
531,20120213,79.8299831432
532,20120210,98.8629967389
533,20101020,99.9999695337
534,20101021,99.9999955718
535,20101022,99.9488290416
536,20100820,99.9995949178
537,20100827,99.9417046293
538,20101025,99.9889628338
539,20101026,99.0547881474
540,20101027,99.9903591192
541,20101028,99.9999997894
542,20101029,-99.9967528845
543,20100430,94.163094795
544,20111118,-99.9999928036
545,20130116,98.9588558775
546,20130117,87.3932133769
547,20121105,-76.599459311
548,20130503,-66.6218644948
549,20130314,59.8858662904
550,20130501,-98.0854032637
551,20130315,82.3175290595
552,20120906,-61.6651443983
553,20111230,99.918912727
554,20120907,-87.2541993704
555,20111209,99.9998111651
556,20111208,99.9455233847
557,20111201,99.9999545491
558,20100223,99.999984376
559,20100222,-99.9997241564
560,20100225,99.999596721
561,20100224,-99.9985234667
562,20111207,99.9998366124
563,20100226,-99.9146572227
564,20120911,-96.8991977921
565,20130207,-76.3169750928
566,20120710,76.7233421541
567,20121008,-95.3226390272
568,20121009,95.9358137164
569,20130430,64.4129014253
570,20110801,-99.9999982368
571,20111205,99.9999798985
572,20121002,97.5977812792
573,20121003,-74.7595051975
574,20121004,-59.2686483139
575,20121005,71.1902884422
576,20101217,-90.1637329833
577,20130204,-89.6948633452
578,20130205,-86.0695809685
579,20130206,-98.8808353614
580,20100202,99.9790248454
581,20130208,64.5972024009
582,20101215,99.9990019341
583,20110805,-99.9998515422
584,20120605,59.8124077654
585,20120604,99.7021195387
586,20120607,84.0578444191
587,20111220,-70.6908997106
588,20100319,99.9863742972
589,20100318,99.9998569114
590,20100315,-97.4701581795
591,20111227,-99.922327186
592,20100317,99.8863132328
593,20100316,99.7820234805
594,20100311,-99.9991202169
595,20100310,-99.8948329153
596,20100312,99.9999319258
597,20120416,93.0765565467
598,20120417,98.6260585173
599,20120410,79.7087187458
600,20120411,99.7127925854
601,20120412,83.1943523878
602,20120413,-99.5297142985
603,20101210,99.9999707068
604,20120418,-98.4268269061
605,20120419,-99.6762024051
606,20111229,99.9999584881
607,20110831,99.9999736507
608,20110428,56.9363609399
609,20110429,99.9971394573
610,20111110,99.9992066837
611,20110420,-99.9721125833
612,20110421,-99.9999408101
613,20110426,99.9989145977
614,20110427,99.9656256867
615,20110425,99.9920843867
616,20111018,99.7994846393
617,20111019,99.9997710334
618,20111206,99.9765443692
619,20120423,99.3503002772
620,20111010,-99.9959436011
621,20111011,-99.9623036956
622,20111012,99.9962040178
623,20111013,99.9977720072
624,20111014,99.2415066146
625,20111017,99.8928922262
626,20120529,91.8055500427
627,20121231,96.3103676071
628,20120521,-99.4031426862
629,20120522,97.7143784408
630,20120329,-69.0014292507
631,20120524,-95.9844803918
632,20120525,-87.5491723948
633,20120326,-57.3879846415
634,20120327,-95.5540205085
635,20120322,-78.765613172
636,20120323,-97.0638917717
637,20120809,-87.5380694322
638,20120808,-99.5998007196
639,20120910,-97.6874976356
640,20120803,73.1768086678
641,20120802,98.5435617162
642,20120801,-67.1719002002
643,20120321,74.4276299636
644,20120807,-66.7607406049
645,20120806,58.8797527959
646,20110330,99.9956646612
647,20110331,99.9549017886
648,20120301,96.6895889511
649,20110725,97.7232239642
650,20110830,99.9998537774
651,20110727,57.4457697914
652,20110726,99.9999489683
653,20110721,-99.9798225026
654,20110720,-99.9996718217
655,20120328,-91.6190838113
656,20110722,99.9903968747
657,20110930,-97.1231549187
658,20111128,-99.9993233858
659,20110729,-99.9994580296
660,20110728,-99.9995618253
661,20120320,-97.250768106
662,20111129,-97.9513403588
663,20100913,-99.9995896329
664,20100910,99.8865949906
665,20100917,-99.7490854756
666,20100916,-99.9901454816
667,20100915,-99.8638665557
668,20100914,-98.4595250974
669,20100504,-99.9420579645
670,20100505,-99.9694373713
671,20100506,-97.9505587658
672,20100507,-99.9997510018
673,20111121,-99.9995354393
674,20111122,-98.9168669805
675,20100503,-99.9999981808
676,20111125,-99.793531005
677,20100324,-99.9841098641
678,20100325,98.1140033356
679,20100326,89.3356893545
680,20100322,53.0439134182
681,20100323,99.9999216771
682,20100329,-99.999999794
683,20120216,-94.3998982806
684,20121129,99.7777676004
685,20121128,-83.5607933759
686,20120217,99.7588392049
687,20121123,90.3468687838
688,20110610,99.9999953394
689,20110613,99.9691001043
690,20111123,-99.9999981507
691,20110615,99.9999946802
692,20110614,99.9983984897
693,20110617,-62.7082369805
694,20110616,-99.77036025
695,20110202,-99.997196384
696,20110203,-62.7082369805
697,20130321,-59.6048258886
698,20110201,-99.9981950952
699,20130327,98.6282711755
700,20110207,99.9973784268
701,20110204,-99.7356882504
702,20110526,99.9982861871
703,20110208,99.994437586
704,20110209,-98.2623197681
705,20100607,95.8391269301
706,20100211,-99.9938889886
707,20101206,-98.9420929589
708,20101207,-99.9866569598
709,20100603,99.8850673667
710,20101201,99.9926122683
711,20100601,99.9984937484
712,20101203,-99.9997086891
713,20100218,-99.9999915867
714,20100219,-99.9992494645
715,20120305,-98.2325501599
716,20101208,-98.4441793429
717,20101209,-99.9966065162
718,20100609,99.9999733717
719,20100608,99.6386495702
720,20100823,-99.9999270493
721,20111114,99.9999961419
722,20120718,98.3480214245
723,20111117,97.3829233196
724,20111116,99.998449322
725,20120306,-97.3685871128
726,20111111,90.9869867275
727,20100826,88.8285480494
728,20110509,-99.9999958301
729,20100825,99.920282167
730,20110505,-99.9999523859
731,20110504,-99.9814056166
732,20110506,-99.6284573601
733,20130404,78.4147550205
734,20110503,-99.9616345529
735,20110502,-99.7090099379
736,20130110,-77.8106112201
737,20110114,-99.9805871682
738,20130405,-80.033391023
739,20110112,-99.999871763
740,20110113,-99.9965269417
741,20110110,-75.4026581054
742,20110111,99.9994889537
743,20100730,-99.9998727535
744,20110118,-99.7737150561
745,20110119,-99.9999922185
746,20120119,99.9999857729
747,20120118,99.6062627339
748,20130114,99.6197843014
749,20120117,99.9999679111
750,20120111,-99.9999899163
751,20120110,99.9978726096
752,20120113,99.9628701542
753,20120112,99.9998127706
754,20130328,96.5166595311
755,20101109,-99.9211088237
756,20101108,-99.9996901976
757,20101105,-99.9995691019
758,20101104,-99.9984328531
759,20101103,-99.9987408983
760,20101102,-99.9996068087
761,20101101,-99.9954136611
762,20130408,-62.3069872848
763,20130409,99.8247737815
764,20130213,-99.6869593349
765,20120629,-97.1475792789
766,20130212,79.1948159
767,20120628,-78.312025021
768,20130123,91.7186992372
769,20120201,-65.4024461199
770,20120302,99.0102778281
771,20120203,-91.9903406266
772,20120202,-52.925249638
773,20120207,91.060469491
774,20120206,53.0683189129
775,20120209,99.5823189929
776,20120208,91.3793972994
777,20130124,79.2966197149
778,20100816,99.999962511
779,20100817,-99.9958666527
780,20130109,-97.0277568371
781,20130108,-99.3447175733
782,20100812,99.8708087898
783,20100813,99.9988487446
784,20100810,-99.9986815685
785,20100811,99.991537013
786,20100427,99.469585786
787,20100426,-99.9996437327
788,20130214,-91.5520261418
789,20100423,99.9991155065
790,20100422,99.9937528724
791,20100818,-99.9763405442
792,20100420,99.9646437498
793,20120620,-88.5574958679
794,20110808,-99.998843006
795,20110809,-99.9543902375
796,20110718,-99.9980533742
797,20110719,-99.9998085981
798,20110714,-99.6840463308
799,20110715,-99.9802878797
800,20110802,-99.9980306136
801,20110803,-99.9999968046
802,20110804,-99.9996899963
803,20110711,-99.9994560777
804,20110712,99.9998670081
805,20110713,-99.9369910147
806,20121120,-95.6385016512
807,20121127,88.988990588
808,20121126,94.4585049322
809,20130103,-87.1104978166
810,20130322,-78.1060196129
811,20130502,93.3842932272
812,20120810,99.0149040004
813,20121019,-97.6668301313
814,20121018,-99.5659826504
815,20130402,-99.4865481144
816,20130403,67.8554675592
817,20130401,-99.9384774439
818,20121012,86.71751143
819,20121011,-80.7899228629
820,20121010,-90.9293058951
821,20121017,97.8462283791
822,20121016,97.5743304974
823,20121015,81.050539125
824,20120627,98.6257272074
825,20110620,-84.8979434683
826,20110621,-99.9999975558
827,20110622,-99.9991324447
828,20110623,-91.8630699392
829,20110624,-99.999897231
830,20130325,95.3268519561
831,20130215,-92.9222732934
832,20110627,99.9999878298
833,20110628,99.9918532158
834,20110629,-97.935212705
835,20130219,94.4414712801
836,20120724,94.6373541042
837,20120817,-99.9284066421
838,20120626,96.514071892
