,date,sentiment
601,20150429,0.5
676,20150430,0.3
251,20150501,0.5
253,20150504,0.5
252,20150505,0.566666666667
255,20150506,0.35
254,20150507,0.566666666667
249,20150508,0.5
130,20150511,0.5
128,20150512,0.5
129,20150513,0.433333333333
126,20150514,0.514285714286
1051,20150515,0.5
133,20150518,0.5
134,20150519,0.5
127,20150520,0.575
125,20150521,0.6
11,20150522,0.5
1182,20150526,0.5
131,20150527,0.46
19,20150528,0.4
18,20150529,0.5
103,20150601,0.7
101,20150602,0.55
102,20150603,0.45
104,20150604,0.5
105,20150605,0.566666666667
106,20150608,0.5
107,20150609,0.5
214,20150610,0.5
213,20150611,0.4
215,20150612,0.5
209,20150615,0.5
212,20150616,0.5
211,20150617,0.5
217,20150618,0.75
216,20150619,0.35
1411,20150622,0.5
929,20150623,0.5
1405,20150624,0.65
1406,20150625,0.5
928,20150626,0.55
1404,20150629,0.5
5,20150630,0.5
1160,20150701,0.425
1159,20150702,0.5
1162,20150706,0.5
1161,20150707,0.7
1158,20150708,0.5
1157,20150709,0.5
1042,20150710,0.6
1043,20150713,0.5
1044,20150714,0.5
1045,20150715,0.5
1046,20150716,0.5
1047,20150717,0.4
1341,20150720,0.5
1340,20150721,0.5
450,20150722,0.6
1342,20150723,0.5
1344,20150724,0.5
1345,20150727,0.5
467,20150728,0.5
1346,20150729,0.5
1241,20150730,0.3
1242,20150731,0.5
1259,20150803,0.5
1250,20150804,0.65
1253,20150805,0.5
1220,20150806,0.5
1221,20150807,0.5
529,20150810,0.5
1320,20150811,0.5
1319,20150812,0.5
404,20150813,0.5
1317,20150814,0.5
390,20150817,0.5
1313,20150818,0.6
1312,20150819,0.5
1424,20150820,0.6
1425,20150821,0.5
1428,20150824,0.5
1429,20150825,0.5
1426,20150826,0.5
1427,20150827,0.5
1430,20150828,0.5
210,20150831,0.5
540,20150901,0.5
1122,20150902,0.5
541,20150903,0.5
539,20150904,0.5
1127,20150908,0.5
1126,20150909,0.5
1390,20150910,0.5
1391,20150911,0.5
1009,20150914,0.5
1010,20150915,0.5
1007,20150916,0.5
1008,20150917,0.8
1401,20150918,0.5
905,20150921,0.5
904,20150922,0.5
903,20150923,0.7
902,20150924,0.5
800,20150925,0.5
898,20150928,0.5
786,20150929,0.6
151,20150930,0.5
80,20151001,0.85
79,20151002,0.5
78,20151005,0.5
77,20151006,0.5
76,20151007,0.4
75,20151008,0.5
74,20151009,0.5
1475,20151012,0.8
1476,20151013,0.5
1472,20151014,0.5
1473,20151015,0.4
1474,20151016,0.45
1471,20151019,0.5
305,20151020,0.3
304,20151021,0.5
307,20151022,0.5
306,20151023,0.5
303,20151026,0.5
302,20151027,0.5
310,20151028,0.233333333333
309,20151029,0.5
195,20151030,0.6
199,20151102,0.5
200,20151103,0.5
197,20151104,0.55
198,20151105,0.5
196,20151106,0.5
1260,20151109,0.5
327,20151110,0.5
326,20151111,0.466666666667
329,20151112,1.1
328,20151113,0.5
331,20151116,0.5
330,20151117,0.6
325,20151118,0.5
324,20151119,0.8
1462,20151120,0.5
