date,open,high,low,close,volume,close_1,result_1,perf_1,close_14,result_14,perf_14,results,bb_upper,bb_middle,bb_lower,bb_pct,bb_bandwidth,bb_squeeze,bb_signalup,bb_signaldn,bb_signal,ema50,ema150,ema200,ema_signal1,ema_signal2,kama50,kama150,kama200,kama_signal1,kama_signal2,sar,sar_signal,adx,plus_di,minus_di,adx_trend,adx_direction,adx_signal,aroon_osc,aroon_signal,cci,cci_signal,macd,macd_sigline,macd_hist,macd_signal,ppo,ppo_signal,mfi,mfi_signal,roc,roc_signal,rsi,rsi_signal,ult_osc,ult_signal,willr,wr_signal,ad_osc,ad_signal,stoch_slowk,stoch_slowd,sslow_signal,stoch_fastk,stoch_fastd,srsi_signal,trix,trix_signal,sr_pivotpts,sr_res1,sr_sup1,sr_res2,sr_sup2,sr_res3,sr_sup3,cv_signal
2010-01-04,12.03,12.18,11.93,12.16,1025900.0,12.27,True,0.00904605263158,12.15,False,-0.000822368421053,1.0,12.439338027,11.741,11.042661973,0.799997983628,11.8957163279,False,False,False,1.0,11.8572446827,11.6781193596,11.7227843879,1,1,12.1715366847,11.754141094,11.3992594692,1,1,11.730824167,1,15.4327218082,21.2250157263,15.5693948205,False,True,0.0,48.0,1,53.9218269653,0.0,0.119656929865,0.0635295824073,0.0561273474581,1,2.43136610225,1,90.134229259,0.0,4.28816466552,0.0,59.0169918814,0.0,59.0697536558,0.0,-21.4953271028,0.0,801373.144197,1,30.6201550388,37.3891675533,0.0,100.0,35.7366143885,0.0,-0.0714965180498,0,12.09,13.02,11.79,13.32,10.86,14.25,10.56,0
2010-01-05,12.2,12.29,11.92,12.27,365500.0,12.26,False,-0.00081499592502,12.16,False,-0.00896495517522,1.0,12.5055053264,11.778,11.0504946736,0.838141854169,12.3536309465,False,False,False,1.0,11.8734311657,11.6859588383,11.7282293194,1,1,12.1722041116,11.7595916611,11.412274915,1,1,11.7967417503,1,15.9291019628,22.0801902223,14.0038454836,False,True,0.0,48.0,1,65.3579451118,0.0,0.134462573796,0.077716180685,0.0567463931106,1,2.62372013652,1,90.4826960806,0.0,5.77586206897,0.0,61.4892395317,0.0,63.4189855957,0.0,-12.2448979592,0.0,895704.419706,1,52.0741671904,38.0982898083,0.0,100.0,66.6666666667,0.0,-0.0648816439928,0,12.16,13.16,11.93,13.39,10.93,14.39,10.7,0
2010-01-06,12.27,12.33,12.18,12.26,169800.0,12.97,True,0.057911908646,12.2,False,-0.00489396411093,1.0,12.5574830621,11.8195,11.0815169379,0.798448584122,12.4875512862,False,False,False,1.0,11.8885907278,11.6935620325,11.7335205699,1,1,12.1726125948,11.7657208675,11.4226303556,1,1,11.8560675752,1,16.5642435388,22.2730711633,13.4149239168,False,True,0.0,48.0,1,90.6148867314,0.0,0.143732379453,0.0909194204385,0.0528129590142,1,2.78723404255,1,90.4560346317,0.0,4.34042553191,0.0,61.1282272804,0.0,62.0173303549,0.0,-13.6842105263,0.0,856468.630623,1,75.840474621,52.8449322834,0.0,94.0802292743,98.0267430914,0.0,-0.0579455822342,0,12.2566666667,13.3533333333,12.1233333333,13.4866666667,11.0266666667,14.5833333333,10.8933333333,0
2010-01-07,12.42,13.06,12.42,12.97,1418100.0,12.98,True,0.00077101002313,12.34,False,-0.0485736314572,0.0,12.7520537173,11.905,11.0579462827,1.12864962295,14.2302178464,False,True,False,1.0,11.9309989346,11.7104684956,11.7458238479,1,1,12.187862342,11.7845066139,11.4450049111,1,1,11.9094608177,1,19.2042465902,35.6925553345,10.8050460606,False,True,0.0,76.0,1,251.903114187,0.0,0.205995248506,0.113934586052,0.0920606624543,1,3.24517403861,1,91.9501528368,0.0,6.66118421053,0.0,73.1718391692,0.0,73.5945475262,0.0,-5.8064516129,0.0,1086866.64253,1,89.8755623403,72.5967347172,0.0,100.0,98.0267430914,0.0,-0.0492136362212,0,12.8166666667,14.4733333333,12.5733333333,14.7166666667,10.9166666667,16.3733333333,10.6733333333,0
2010-01-08,12.97,13.02,12.83,12.98,1121700.0,12.95,False,-0.00231124807396,12.35,False,-0.0485362095532,0.0,12.9052406685,11.991,11.0767593315,1.0408860238,15.2487810613,False,True,False,1.0,11.9721362313,11.7272834824,11.7581042076,1,1,12.205716334,11.803830188,11.4657877346,1,1,12.0475255196,1,21.6556779951,34.0006818188,10.292872833,False,True,0.0,76.0,1,225.76184126,0.0,0.253226895218,0.141793047885,0.111433847333,1,3.66076447442,1,92.8199266805,0.0,6.56814449918,0.0,73.2973275363,0.0,74.9640699562,0.0,-5.16129032258,0.0,1288943.26363,1,89.3381828555,85.0180732722,0.0,100.0,98.0267430914,0.0,-0.0390763916795,0,12.9433333333,14.7266666667,12.8266666667,14.8433333333,11.0433333333,16.6266666667,10.9266666667,1
2010-01-11,13.07,13.08,12.87,12.95,223300.0,12.77,False,-0.0138996138996,12.34,False,-0.0471042471042,0.0,13.0107496986,12.0775,11.1442503014,0.967452602062,15.4543522854,False,False,False,1.0,12.01048383,11.7434784032,11.7699638672,1,1,12.2341008555,11.8214071595,11.4834149614,1,1,12.1690224572,1,24.0485820729,33.7107180673,9.74315450451,True,True,1.0,84.0,1,169.457402406,0.0,0.284952807653,0.170424999839,0.114527807814,1,3.78504069242,1,94.7980856986,0.0,5.45602605863,0.0,72.2061567381,0.0,73.9193373481,0.0,-8.33333333333,0.0,1237517.64527,1,91.2936075822,90.1691175926,0.0,91.0332664265,97.0110888088,0.0,-0.0279651000947,0,12.9666666667,14.7733333333,12.8533333333,14.8866666667,11.0466666667,16.6933333333,10.9333333333,1
2010-01-12,12.82,12.87,12.65,12.77,432500.0,13.0,True,0.018010963195,12.37,False,-0.0313234142522,1.0,13.072462243,12.1455,11.218537757,0.836852986568,15.2642911865,False,False,False,1.0,12.0402687779,11.7570747157,11.7799144755,1,1,12.2481967759,11.8342890553,11.4984918779,1,1,12.2965593132,1,24.9209517675,31.1511627756,14.5713690325,True,True,1.0,84.0,1,92.7383881309,0.0,0.292202991953,0.194780598262,0.0974223936912,1,3.73555827064,1,89.8792712937,0.0,5.53719008264,0.0,65.8699696555,0.0,71.8748573896,0.0,-22.6277372263,0.0,1116488.61876,1,82.4437050481,87.6918318286,0.0,38.9654310952,76.6662325072,0.0,-0.0165875284219,0,12.7633333333,14.3666666667,12.4466666667,14.6833333333,10.8433333333,16.2866666667,10.5266666667,1
2010-01-13,12.76,13.05,12.67,13.0,2172700.0,13.02,True,0.00153846153846,13.03,True,0.00230769230769,0.0,13.1688981232,12.2205,11.2721018768,0.910956106392,15.5214291257,False,False,False,1.0,12.0779052964,11.7735373023,11.79205463,1,1,12.2813420389,11.8520295182,11.5202579266,1,1,12.4062410094,1,26.1721820958,32.6731821739,13.203819355,True,True,1.0,84.0,1,98.6901309869,0.0,0.312900965499,0.218404671709,0.0944962937895,1,3.74678656384,1,90.2407569139,0.0,7.70505385253,0.0,69.5472012942,0.0,71.9344862787,0.0,-6.89655172414,0.0,1474866.77416,1,80.7424822942,84.8265983081,0.0,49.5092830818,59.8359935345,0.0,-0.00460655673483,0,12.9066666667,14.6533333333,12.7333333333,14.8266666667,10.9866666667,16.5733333333,10.8133333333,1
2010-01-14,13.0,13.09,12.95,13.02,170900.0,12.81,False,-0.0161290322581,13.0,False,-0.00153609831029,0.0,13.2351330831,12.3005,11.3658669169,0.884910406565,15.1966681531,False,False,False,1.0,12.1148501867,11.790046742,11.8042729919,1,1,12.3167670467,11.8716783846,11.543019762,1,1,12.5005672681,1,27.4272265835,32.5259293795,12.7298027547,True,True,1.0,96.0,1,98.6608495425,0.0,0.327146945165,0.2401531264,0.0869938187651,1,3.85623620309,1,88.7750787993,0.0,7.69230769231,0.0,69.8513867863,0.0,69.2228456548,0.0,-5.98290598291,0.0,1487397.2219,1,79.1750841751,80.7870905058,0.0,53.6047568285,47.3598236685,0.0,0.00776894793619,1,13.02,14.88,12.95,14.95,11.09,16.81,11.02,0
2010-01-15,12.97,13.03,12.75,12.81,372700.0,12.96,True,0.0117096018735,12.61,False,-0.015612802498,0.0,13.2757486092,12.3545,11.4332513908,0.747218826405,14.9135717224,False,False,False,1.0,12.1421109637,11.8035560566,11.8142802258,1,1,12.3334653466,11.8864179087,11.5604189855,1,1,12.5948765052,1,27.4758743186,30.1914371006,16.9428052688,True,True,1.0,96.0,1,60.841025641,0.0,0.317828018179,0.255688104756,0.0621399134228,1,3.85419636917,1,84.4771874209,0.0,6.66111573689,0.0,62.7623905688,0.0,65.0410508105,0.0,-23.9316239316,0.0,1289541.74853,1,69.4444444444,76.4540036379,0.0,0.0,34.3713466368,1.0,0.0198400088682,1,12.8633333333,14.5666666667,12.6366666667,14.7933333333,10.9333333333,16.4966666667,10.7066666667,0
